1536_row,1536_column,384_plate,384_row,384_column
3,24,2,1,24
3,25,3,1,2
3,26,3,1,4
3,27,3,1,6
3,28,3,1,8
3,29,3,1,10
3,30,3,1,12
3,31,3,1,14
3,32,3,1,16
3,33,3,1,18
3,34,3,1,20
3,35,3,1,22
3,36,3,1,24
3,37,4,1,2
3,38,4,1,4
3,39,4,1,6
3,40,4,1,8
3,41,4,1,10
3,42,4,1,12
3,43,4,1,14
3,44,4,1,16
3,45,4,1,18
3,46,4,1,20
3,47,4,1,22
3,48,4,1,24
4,1,1,2,2
4,2,1,2,4
4,3,1,2,6
4,4,1,2,8
4,5,1,2,10
4,6,1,2,12
4,7,1,2,14
4,8,1,2,16
4,9,1,2,18
4,10,1,2,20
4,11,1,2,22
4,12,1,2,24
4,13,2,2,2
4,14,2,2,4
4,15,2,2,6
4,16,2,2,8
4,17,2,2,10
4,18,2,2,12
4,19,2,2,14
4,20,2,2,16
4,21,2,2,18
4,22,2,2,20
4,23,2,2,22
4,24,2,2,24
4,25,3,2,2
4,26,3,2,4
4,27,3,2,6
4,28,3,2,8
4,29,3,2,10
4,30,3,2,12
4,31,3,2,14
4,32,3,2,16
4,33,3,2,18
4,34,3,2,20
4,35,3,2,22
4,36,3,2,24
4,37,4,2,2
4,38,4,2,4
4,39,4,2,6
4,40,4,2,8
4,41,4,2,10
4,42,4,2,12
4,43,4,2,14
4,44,4,2,16
4,45,4,2,18
4,46,4,2,20
4,47,4,2,22
4,48,4,2,24
5,1,1,3,1
5,2,1,3,3
5,3,1,3,5
5,4,1,3,7
5,5,1,3,9
5,6,1,3,11
5,7,1,3,13
5,8,1,3,15
5,9,1,3,17
5,10,1,3,19
5,11,1,3,21
5,12,1,3,23
5,13,2,3,1
5,14,2,3,3
5,15,2,3,5
5,16,2,3,7
5,17,2,3,9
5,18,2,3,11
5,19,2,3,13
5,20,2,3,15
5,21,2,3,17
5,22,2,3,19
5,23,2,3,21
5,24,2,3,23
5,25,3,3,1
5,26,3,3,3
5,27,3,3,5
5,28,3,3,7
5,29,3,3,9
5,30,3,3,11
5,31,3,3,13
5,32,3,3,15
5,33,3,3,17
5,34,3,3,19
5,35,3,3,21
5,36,3,3,23
5,37,4,3,1
5,38,4,3,3
5,39,4,3,5
5,40,4,3,7
5,41,4,3,9
5,42,4,3,11
5,43,4,3,13
5,44,4,3,15
5,45,4,3,17
5,46,4,3,19
5,47,4,3,21
5,48,4,3,23
6,1,1,4,1
6,2,1,4,3
6,3,1,4,5
6,4,1,4,7
6,5,1,4,9
6,6,1,4,11
6,7,1,4,13
6,8,1,4,15
6,9,1,4,17
6,10,1,4,19
6,11,1,4,21
6,12,1,4,23
6,13,2,4,1
6,14,2,4,3
6,15,2,4,5
6,16,2,4,7
6,17,2,4,9
6,18,2,4,11
6,19,2,4,13
6,20,2,4,15
