1536_row,1536_column,384_plate,384_row,384_column
29,47,4,15,21
29,48,4,15,23
30,1,1,16,1
30,2,1,16,3
30,3,1,16,5
30,4,1,16,7
30,5,1,16,9
30,6,1,16,11
30,7,1,16,13
30,8,1,16,15
30,9,1,16,17
30,10,1,16,19
30,11,1,16,21
30,12,1,16,23
30,13,2,16,1
30,14,2,16,3
30,15,2,16,5
30,16,2,16,7
30,17,2,16,9
30,18,2,16,11
30,19,2,16,13
30,20,2,16,15
30,21,2,16,17
30,22,2,16,19
30,23,2,16,21
30,24,2,16,23
30,25,3,16,1
30,26,3,16,3
30,27,3,16,5
30,28,3,16,7
30,29,3,16,9
30,30,3,16,11
30,31,3,16,13
30,32,3,16,15
30,33,3,16,17
30,34,3,16,19
30,35,3,16,21
30,36,3,16,23
30,37,4,16,1
30,38,4,16,3
30,39,4,16,5
30,40,4,16,7
30,41,4,16,9
30,42,4,16,11
30,43,4,16,13
30,44,4,16,15
30,45,4,16,17
30,46,4,16,19
30,47,4,16,21
30,48,4,16,23
31,1,1,15,2
31,2,1,15,4
31,3,1,15,6
31,4,1,15,8
31,5,1,15,10
31,6,1,15,12
31,7,1,15,14
31,8,1,15,16
31,9,1,15,18
31,10,1,15,20
31,11,1,15,22
31,12,1,15,24
31,13,2,15,2
31,14,2,15,4
31,15,2,15,6
31,16,2,15,8
31,17,2,15,10
31,18,2,15,12
31,19,2,15,14
31,20,2,15,16
31,21,2,15,18
31,22,2,15,20
31,23,2,15,22
31,24,2,15,24
31,25,3,15,2
31,26,3,15,4
31,27,3,15,6
31,28,3,15,8
31,29,3,15,10
31,30,3,15,12
31,31,3,15,14
31,32,3,15,16
31,33,3,15,18
31,34,3,15,20
31,35,3,15,22
31,36,3,15,24
31,37,4,15,2
31,38,4,15,4
31,39,4,15,6
31,40,4,15,8
31,41,4,15,10
31,42,4,15,12
31,43,4,15,14
31,44,4,15,16
31,45,4,15,18
31,46,4,15,20
31,47,4,15,22
31,48,4,15,24
32,1,1,16,2
32,2,1,16,4
32,3,1,16,6
32,4,1,16,8
32,5,1,16,10
32,6,1,16,12
32,7,1,16,14
32,8,1,16,16
32,9,1,16,18
32,10,1,16,20
32,11,1,16,22
32,12,1,16,24
32,13,2,16,2
32,14,2,16,4
32,15,2,16,6
32,16,2,16,8
32,17,2,16,10
32,18,2,16,12
32,19,2,16,14
32,20,2,16,16
32,21,2,16,18
32,22,2,16,20
32,23,2,16,22
32,24,2,16,24
32,25,3,16,2
32,26,3,16,4
32,27,3,16,6
32,28,3,16,8
32,29,3,16,10
32,30,3,16,12
32,31,3,16,14
32,32,3,16,16
32,33,3,16,18
32,34,3,16,20
32,35,3,16,22
32,36,3,16,24
32,37,4,16,2
32,38,4,16,4
32,39,4,16,6
32,40,4,16,8
32,41,4,16,10
32,42,4,16,12
32,43,4,16,14
32,44,4,16,16
32,45,4,16,18
32,46,4,16,20
32,47,4,16,22
32,48,4,16,24
